# ChemOrigins full local reaction network cache.
# Generated from reference_reactions/ChemOrigins/raw/reactions/*.json.
# Columns: ID | MODULE | REACTION | CATALYST_OR_CONTROL | RATE_TEMPLATE | ROLE | REFS | CONFIDENCE
pbr-000001 | Glutamate-synthesis | Glyoxylate + Pyruvate -> 4-hydroxy-2-oxoglutaric acid | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000001; 10.1038/s41467-017-02591-0; Linked cycles of oxidative decarboxylation of glyoxylate as protometabolic analogs of the citric acid cycle | source_database
pbr-000012 | chemorigins_unassigned | H2O + 4-oxopent-2-enedioic acid -> CO2 + Fumarate | Ferrous iron | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000012; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron | source_database
pbr-000013 | chemorigins_unassigned | H2O + 2-Oxoglutarate -> CO2 + Succinate | Ferrous iron | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000013; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron | source_database
pbr-000014 | chemorigins_unassigned | Isocitrate -> H2O + cis-Aconitate | Ferrous iron | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000014; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron | source_database
pbr-000015 | chemorigins_unassigned | cis-Aconitate + H2O -> Citrate | Ferrous iron | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000015; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron | source_database
pbr-000016 | chemorigins_unassigned | cis-Aconitate -> tricarballylic acid | Ferrous iron | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000016; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron | source_database
pbr-000017 | chemorigins_unassigned | Glyoxylate + malonic acid -> 2-hydroxyethane-1,1,2-tricarboxylic acid | Ferrous iron | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000017; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron | source_database
pbr-000018 | chemorigins_unassigned | 2-hydroxyethane-1,1,2-tricarboxylic acid -> CO2 + (S)-Malate | Ferrous iron | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000018; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron | source_database
pbr-000019 | chemorigins_unassigned | H2O + Pyruvate -> CO2 + Acetate | Ferrous iron | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000019; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron | source_database
pbr-000020 | chemorigins_unassigned | H2O + Glyoxylate -> CO2 + Formate | Ferrous iron | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000020; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron | source_database
pbr-000021 | Glycine-synthesis | Glyoxylate -> glycolic acid | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000021; 10.1126/sciadv.abh3981; A cyanosulfidic origin of the Krebs cycle | source_database
pbr-000022 | chemorigins_unassigned | Glyoxylate -> oxalic acid | Ferrous iron | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000022; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron | source_database
pbr-000023 | chemorigins_unassigned | oxalic acid -> CO2 | Ferrous iron | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000023; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron | source_database
pbr-000025 | Alanine-synthesis | hydroxylamine + Pyruvate -> H2O + L-Alanine | Elemental Iron; Ferrous iron | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000025; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron | source_database
pbr-000026 | Glutamate-synthesis | hydroxylamine + 2-Oxoglutarate -> H2O + L-Glutamate | Elemental Iron; Ferrous iron | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000026; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron | source_database
pbr-000027 | Glycine-synthesis | hydroxylamine + Glyoxylate -> H2O + Glycine | Elemental Iron; Ferrous iron | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000027; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron | source_database
pbr-000028 | chemorigins_unassigned | hydroxylamine + Oxaloacetate -> H2O + L-Aspartate | Elemental Iron; Ferrous iron | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000028; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron | source_database
pbr-000029 | chemorigins_unassigned | Formate + Ammonia -> H2O + formamide | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000029; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000030 | chemorigins_unassigned | H2O + hydrogen cyanide -> formamide | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000030; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000031 | chemorigins_unassigned | hydrogen sulfide + H2O + hydrogen cyanide -> disulfane + Ammonia + Formaldehyde | Sulfidic acid; Elemental cupper | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000031; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000032 | chemorigins_unassigned | hydrogen cyanide + Formaldehyde -> glycolonitrile | Sodium; Chloride | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000032; 10.1073/pnas.1922139117; A continuous reaction network that produces RNA precursors | source_database
pbr-000033 | chemorigins_unassigned | Ammonia + glycolonitrile -> H2O + aminoacetonitrile | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000033; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000034 | chemorigins_unassigned | H2O + glycolonitrile -> Ammonia + Glycolaldehyde | Sodium; Chloride | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000034; 10.1073/pnas.1922139117; A continuous reaction network that produces RNA precursors | source_database
pbr-000035 | chemorigins_unassigned | hydrogen cyanide + Glycolaldehyde -> 2,3-dihydroxypropanenitrile | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000035; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000036 | chemorigins_unassigned | hydrogen sulfide + H2O + 2,3-dihydroxypropanenitrile -> disulfane + Ammonia + glyceraldehyde | Sulfidic acid; Elemental cupper | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000036; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000037 | chemorigins_unassigned | Glycolaldehyde -> H2O + Acetaldehyde | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000037; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000038 | chemorigins_unassigned | hydrogen cyanide + Acetaldehyde -> lactonitrile | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000038; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000039 | chemorigins_unassigned | Ammonia + lactonitrile -> H2O + 2-aminopropanenitrile | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000039; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000040 | chemorigins_unassigned | hydrogen sulfide + H2O + lactonitrile -> disulfane + Ammonia + lactaldehyde | Sulfidic acid; Elemental cupper | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000040; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000041 | Threonine-synthesis | hydrogen cyanide + lactaldehyde -> pbm-000045 | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000041; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000042 | Threonine-synthesis | Ammonia + pbm-000045 -> H2O + 2-amino-3-hydroxybutanenitrile | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000042; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000043 | Oxazole pathway | Glycolaldehyde + cyanamide -> 1,3-oxazol-2-amine | Ca(OH)2 | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000043; 10.1038/s41467-018-04147-2; Mimicking the surface and prebiotic chemistry of early Earth using flow chemistry | source_database
pbr-000044 | Oxazole pathway | glyceraldehyde + 1,3-oxazol-2-amine -> 5-(hydroxymethyl)-2-iminohexahydrofuro(2,3-d)(1,3)oxazol-6-ol | Phosphate | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000044; 10.1038/nature08013; Synthesis of activated pyrimidine ribonucleotides in prebiotically plausible conditions | source_database
pbr-000045 | chemorigins_unassigned | H2O + cyanamide -> Urea | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000045; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000046 | Oxazole pathway | cyanoacetylene + 5-(hydroxymethyl)-2-iminohexahydrofuro(2,3-d)(1,3)oxazol-6-ol -> pbm-000052 | Phosphate | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000046; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000048 | chemorigins_unassigned | H2O + 4-amino-1-[2-hydroxy-6-(hydroxymethyl)-2-oxidotetrahydrofuro[3,4-d][1,3,2]dioxaphosphol-4-yl]pyrimidin-2(1h)-one -> Ammonia + 4-hydroxy-1-[2-hydroxy-6-(hydroxymethyl)-2-oxotetrahydro-2h-2lambda~5~-furo[3,4-d][1,3,2]dioxaphosphol-4-yl]pyrimidin-2(1h)-one | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000048; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000049 | chemorigins_unassigned | glyceraldehyde -> dihydroxyacetone | Phosphate | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000049; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000055 | Valine-synthesis | hydrogen cyanide + acetone -> acetone cyanohydrin | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000055; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000056 | Valine-synthesis | hydrogen sulfide + acetone cyanohydrin -> 2-hydroxy-2-methylpropanethioamide | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000056; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000057 | Valine-synthesis | H2O + hydrogen sulfide + hydrogen cyanide + 2-hydroxy-2-methylpropanethioamide -> hydrogen sulfide + disulfane + 2-hydroxy-3-methylbutanenitrile | Sulfidic acid; Elemental cupper | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000057; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000058 | Valine-synthesis | Ammonia + 2-hydroxy-3-methylbutanenitrile -> H2O + 2-amino-3-methylbutanenitrile | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000058; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000060 | chemorigins_unassigned | hydrogen cyanide + H2O + 3-methylbutanethioamide -> 2-hydroxy-4-methylpentanenitrile | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000060; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000061 | chemorigins_unassigned | Ammonia + 3-methylbutanethioamide -> Ammonia + 2-hydroxy-4-methylpentanenitrile | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000061; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000062 | Arginine-synthesis | acetylene + hydrogen cyanide -> acrylonitrile | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000062; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000063 | Arginine-synthesis | Ammonia + acrylonitrile -> 3-aminopropanenitrile | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000063; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000064 | Arginine-synthesis | cyanamide + 3-aminopropanenitrile -> 2-(2-cyanoethyl)guanidine | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000064; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000068 | Arginine-synthesis | hydrogen cyanide + 4-hydroxy-2-imino-hexahydropyrimidine -> amino((3-cyano-3-hydroxypropyl)amino)methaniminium | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000068; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000069 | Arginine-synthesis | hydrogen sulfide + amino((3-cyano-3-hydroxypropyl)amino)methaniminium -> 4-(diaminomethylideneamino)-2-hydroxybutanethioamide | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000069; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000072 | Arginine-synthesis | Ammonia + 2-(4-cyano-4-hydroxybutyl)guanidine -> 2-(4-amino-4-cyanobutyl)guanidine | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000072; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000073 | Glutamate-synthesis | hydrogen cyanide + 3-aminopropanal -> 4-amino-2-hydroxybutanenitrile | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000073; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000074 | chemorigins_unassigned | hydrogen sulfide + 4-amino-2-hydroxybutanenitrile -> 4-amino-2-hydroxybutanethioamide | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000074; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000075 | Glutamate-synthesis | hydrogen sulfide + 4-amino-2-hydroxybutanenitrile -> Ammonia + 3-hydroxypyrrolidine-2-thione | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000075; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000077 | Glutamate-synthesis | hydrogen cyanide + pyrrolidine-2-thione -> hydrogen sulfide + pyrrolidine-2-carbonitrile | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000077; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000078 | Oxazole pathway | acetylene + hydrogen cyanide -> cyanoacetylene | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000078; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000079 | chemorigins_unassigned | hydrogen cyanide + cyanoacetylene -> but-2-enedinitrile | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000079; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000080 | chemorigins_unassigned | hydrogen cyanide + cyanoacetylene -> malonitrile | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000080; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000081 | chemorigins_unassigned | H2O + hydrogen cyanide + cyanoacetylene -> malonitrile | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000081; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000082 | chemorigins_unassigned | hydrogen sulfide + but-2-enedinitrile -> disulfane + succinonitrile | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000082; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000083 | chemorigins_unassigned | H2O + succinonitrile -> Ammonia + 4-oxobutanenitrile | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000083; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000084 | chemorigins_unassigned | hydrogen cyanide + 4-oxobutanenitrile -> 2-hydroxyadiponitrile | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000084; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000085 | Glutamate-synthesis | Ammonia + 2-hydroxypentanedinitrile -> 2-aminopentanedinitrile | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000085; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000086 | Glycine-synthesis | H2O + aminoacetonitrile -> Glycine + Ammonia | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000086; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000087 | Alanine-synthesis | H2O + 2-aminopropanenitrile -> Ammonia + L-Alanine | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000087; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000088 | Serine-synthesis | H2O + 2-amino-3-hydroxypropanenitrile -> L-Serine + Ammonia | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000088; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000089 | Threonine-synthesis | H2O + 2-amino-3-hydroxybutanenitrile -> Ammonia + L-Threonine | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000089; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000090 | Valine-synthesis | H2O + 2-amino-3-methylbutanenitrile -> Ammonia + L-Valine | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000090; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000091 | Valine-synthesis | H2O + 2-amino-4-methylpentanenitrile -> Ammonia + L-Valine | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000091; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000092 | Arginine-synthesis | H2O + 2-(4-amino-4-cyanobutyl)guanidine -> L-Arginine + Ammonia | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000092; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000093 | chemorigins_unassigned | H2O + 2-aminosuccinonitrile -> L-Aspartate + Ammonia | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000093; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000094 | Glutamate-synthesis | H2O + 2-aminopentanedinitrile -> L-Glutamate + Ammonia | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000094; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000095 | chemorigins_unassigned | L-Glutamate + Ammonia -> H2O + L-Glutamine | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000095; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000096 | chemorigins_unassigned | L-Aspartate + Ammonia -> H2O + L-Asparagine | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000096; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000097 | Glutamate-synthesis | H2O + pyrrolidine-2-carbonitrile -> L-Proline + Ammonia | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000097; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism | source_database
pbr-000098 | chemorigins_unassigned | Sulfite + carbonic acid -> Sulfite + Formate | Ultraviolet radiation | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000098; 10.1038/s41557-021-00789-w; Prebiotic photoredox synthesis from carbon dioxide and sulfite | source_database
pbr-000099 | chemorigins_unassigned | Sulfite + Formate -> Formate | Ultraviolet radiation | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000099; 10.1038/s41557-021-00789-w; Prebiotic photoredox synthesis from carbon dioxide and sulfite | source_database
pbr-000100 | C3-synth | Formate -> methanediol | Ultraviolet radiation | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000100; 10.1038/s41557-021-00789-w; Prebiotic photoredox synthesis from carbon dioxide and sulfite | source_database
pbr-000101 | C3-synth | methanediol -> Formaldehyde + H2O | Ultraviolet radiation | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000101; 10.1038/s41557-021-00789-w; Prebiotic photoredox synthesis from carbon dioxide and sulfite | source_database
pbr-000102 | chemorigins_unassigned | Sulfite + Formaldehyde -> hydroxymethanesulfonic acid | Ultraviolet radiation | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000102; 10.1038/s41557-021-00789-w; Prebiotic photoredox synthesis from carbon dioxide and sulfite | source_database
pbr-000103 | C3-synth | Formate -> oxalic acid | Ultraviolet radiation | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000103; 10.1038/s41557-021-00789-w; Prebiotic photoredox synthesis from carbon dioxide and sulfite | source_database
pbr-000104 | Glycine-synthesis | 2,2-dihydroxyacetic acid -> H2O + Glyoxylate | Ultraviolet radiation | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000104; 10.1038/s41557-021-00789-w; Prebiotic photoredox synthesis from carbon dioxide and sulfite | source_database
pbr-000105 | C3-synth | Formaldehyde -> Methanol | Ultraviolet radiation | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000105; 10.1038/s41557-021-00789-w; Prebiotic photoredox synthesis from carbon dioxide and sulfite | source_database
pbr-000106 | chemorigins_unassigned | Formate + Methanol -> glycolic acid | none_reported | chemorigins_experimental | prebiotic_literature_reaction | ChemOrigins pbr-000106; 10.1038/s41557-021-00789-w; Prebiotic photoredox synthesis from carbon dioxide and sulfite | source_database
