# ChemOrigins supplement for volcanic rock / mineral-surface chemistry
# Generated from reference_reactions/ChemOrigins/extracted/chemorigins_reactions_full.tsv.
# Columns: ID | MODULE | REACTION | CATALYST_OR_CONTROL | RATE_TEMPLATE | ROLE | REFS | CONFIDENCE
pbr-000001 | Glutamate-synthesis | Glyoxylate + Pyruvate -> 4-hydroxy-2-oxoglutaric acid | Ferrous iron | chemorigins_experimental | mineral/metal/surface chemistry | ChemOrigins pbr-000001; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron; https://chemorigins.bact.wisc.edu/reactions/pbr-000001 | source_database
pbr-000017 | volcanic_rock | Glyoxylate + malonic acid -> 2-hydroxyethane-1,1,2-tricarboxylic acid | Ferrous iron | chemorigins_experimental | mineral/metal/surface chemistry | ChemOrigins pbr-000017; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron; https://chemorigins.bact.wisc.edu/reactions/pbr-000017 | source_database
pbr-000018 | volcanic_rock | 2-hydroxyethane-1,1,2-tricarboxylic acid -> CO2 + (S)-Malate | Ferrous iron | chemorigins_experimental | mineral/metal/surface chemistry | ChemOrigins pbr-000018; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron; https://chemorigins.bact.wisc.edu/reactions/pbr-000018 | source_database
pbr-000019 | volcanic_rock | H2O + Pyruvate -> CO2 + Acetate | Ferrous iron | chemorigins_experimental | mineral/metal/surface chemistry | ChemOrigins pbr-000019; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron; https://chemorigins.bact.wisc.edu/reactions/pbr-000019 | source_database
pbr-000020 | volcanic_rock | H2O + Glyoxylate -> CO2 + Formate | Ferrous iron | chemorigins_experimental | mineral/metal/surface chemistry | ChemOrigins pbr-000020; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron; https://chemorigins.bact.wisc.edu/reactions/pbr-000020 | source_database
pbr-000021 | Glycine-synthesis | Glyoxylate -> glycolic acid | Ferrous iron | chemorigins_experimental | mineral/metal/surface chemistry | ChemOrigins pbr-000021; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron; https://chemorigins.bact.wisc.edu/reactions/pbr-000021 | source_database
pbr-000022 | volcanic_rock | Glyoxylate -> oxalic acid | Ferrous iron | chemorigins_experimental | mineral/metal/surface chemistry | ChemOrigins pbr-000022; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron; https://chemorigins.bact.wisc.edu/reactions/pbr-000022 | source_database
pbr-000023 | volcanic_rock | oxalic acid -> CO2 | Ferrous iron | chemorigins_experimental | mineral/metal/surface chemistry | ChemOrigins pbr-000023; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron; https://chemorigins.bact.wisc.edu/reactions/pbr-000023 | source_database
pbr-000025 | Alanine-synthesis | hydroxylamine + Pyruvate -> H2O + L-Alanine | Elemental Iron; Ferrous iron | chemorigins_experimental | mineral/metal/surface chemistry | ChemOrigins pbr-000025; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron; https://chemorigins.bact.wisc.edu/reactions/pbr-000025 | source_database
pbr-000026 | Glutamate-synthesis | hydroxylamine + 2-Oxoglutarate -> H2O + L-Glutamate | Elemental Iron; Ferrous iron | chemorigins_experimental | mineral/metal/surface chemistry | ChemOrigins pbr-000026; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron; https://chemorigins.bact.wisc.edu/reactions/pbr-000026 | source_database
pbr-000027 | Glycine-synthesis | hydroxylamine + Glyoxylate -> H2O + Glycine | Elemental Iron; Ferrous iron | chemorigins_experimental | mineral/metal/surface chemistry | ChemOrigins pbr-000027; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron; https://chemorigins.bact.wisc.edu/reactions/pbr-000027 | source_database
pbr-000028 | volcanic_rock | hydroxylamine + Oxaloacetate -> H2O + L-Aspartate | Elemental Iron; Ferrous iron | chemorigins_experimental | mineral/metal/surface chemistry | ChemOrigins pbr-000028; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron; https://chemorigins.bact.wisc.edu/reactions/pbr-000028 | source_database
pbr-000032 | volcanic_rock | hydrogen cyanide + Formaldehyde -> glycolonitrile | Sodium; Chloride | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000032; 10.1073/pnas.1922139117; A continuous reaction network that produces RNA precursors; https://chemorigins.bact.wisc.edu/reactions/pbr-000032 | source_database
pbr-000034 | volcanic_rock | H2O + glycolonitrile -> Ammonia + Glycolaldehyde | Nickel cation; Ferrous iron | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000034; 10.1038/s41467-018-04147-2; Mimicking the surface and prebiotic chemistry of early Earth using flow chemistry; https://chemorigins.bact.wisc.edu/reactions/pbr-000034 | source_database
pbr-000043 | Oxazole pathway | Glycolaldehyde + cyanamide -> 1,3-oxazol-2-amine | Phosphate | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000043; 10.1038/nature08013; Synthesis of activated pyrimidine ribonucleotides in prebiotically plausible conditions; https://chemorigins.bact.wisc.edu/reactions/pbr-000043 | source_database
pbr-000044 | Oxazole pathway | glyceraldehyde + 1,3-oxazol-2-amine -> 5-(hydroxymethyl)-2-iminohexahydrofuro(2,3-d)(1,3)oxazol-6-ol | Phosphate | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000044; 10.1038/nature08013; Synthesis of activated pyrimidine ribonucleotides in prebiotically plausible conditions; https://chemorigins.bact.wisc.edu/reactions/pbr-000044 | source_database
pbr-000046 | Oxazole pathway | cyanoacetylene + 5-(hydroxymethyl)-2-iminohexahydrofuro(2,3-d)(1,3)oxazol-6-ol -> pbm-000052 | Phosphate | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000046; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism; https://chemorigins.bact.wisc.edu/reactions/pbr-000046 | source_database
pbr-000049 | volcanic_rock | glyceraldehyde -> dihydroxyacetone | Phosphate | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000049; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism; https://chemorigins.bact.wisc.edu/reactions/pbr-000049 | source_database
pbr-000186 | volcanic_rock | H2O + nitrous acid + nickel + iron -> nickel + iron + Ammonia + H2O | none_reported | chemorigins_experimental | mineral/metal/surface chemistry | ChemOrigins pbr-000186; 10.1186/1467-4866-9-5; Abiotic ammonium formation in the presence of Ni-Fe metals and alloys and its implications for the Hadean nitrogen cycle; https://chemorigins.bact.wisc.edu/reactions/pbr-000186 | source_database
pbr-000187 | volcanic_rock | nitrate + hydrogen + iron -> H2O + iron + Ammonia | none_reported | chemorigins_experimental | mineral/metal/surface chemistry | ChemOrigins pbr-000187; 10.1186/1467-4866-9-5; Abiotic ammonium formation in the presence of Ni-Fe metals and alloys and its implications for the Hadean nitrogen cycle; https://chemorigins.bact.wisc.edu/reactions/pbr-000187 | source_database
pbr-000262 | volcanic_rock | hydrogen sulfide + glycolonitrile -> thioacetamide | none_reported | chemorigins_experimental | mineral/metal/surface chemistry | ChemOrigins pbr-000262; 10.1038/s41467-018-04147-2; Mimicking the surface and prebiotic chemistry of early Earth using flow chemistry; https://chemorigins.bact.wisc.edu/reactions/pbr-000262 | source_database
pbr-000264 | Oxazole pathway | Ammonia + Glycolaldehyde -> 1,3-oxazol-2-amine | none_reported | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000264; 10.1038/s41467-018-04147-2; Mimicking the surface and prebiotic chemistry of early Earth using flow chemistry; https://chemorigins.bact.wisc.edu/reactions/pbr-000264 | source_database
pbr-000265 | volcanic_rock | H2O + Ammonia + Formaldehyde + Glycolaldehyde -> dihydroxyacetone | none_reported | chemorigins_experimental | mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000265; 10.1038/s41467-018-04147-2; Mimicking the surface and prebiotic chemistry of early Earth using flow chemistry; https://chemorigins.bact.wisc.edu/reactions/pbr-000265 | source_database
pbr-000266 | Oxazole pathway | Ammonia + hydroxymethyl hydrogen sulfite -> 1,3-oxazol-2-amine | none_reported | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000266; 10.1038/s41467-018-04147-2; Mimicking the surface and prebiotic chemistry of early Earth using flow chemistry; https://chemorigins.bact.wisc.edu/reactions/pbr-000266 | source_database
pbr-000267 | Oxazole pathway | cyanamide + hydroxymethyl hydrogen sulfite -> 1,3-oxazol-2-amine | Ca(OH)2 | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000267; 10.1038/s41467-018-04147-2; Mimicking the surface and prebiotic chemistry of early Earth using flow chemistry; https://chemorigins.bact.wisc.edu/reactions/pbr-000267 | source_database
pbr-000268 | volcanic_rock | H2O + Ammonia + Formaldehyde + hydroxymethyl hydrogen sulfite -> dihydroxyacetone | none_reported | chemorigins_experimental | mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000268; 10.1038/s41467-018-04147-2; Mimicking the surface and prebiotic chemistry of early Earth using flow chemistry; https://chemorigins.bact.wisc.edu/reactions/pbr-000268 | source_database
pbr-000269 | Oxazole pathway | cyanamide + Sulfite + Glycolaldehyde -> 1,3-oxazol-2-amine | none_reported | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000269; 10.1038/s41467-018-04147-2; Mimicking the surface and prebiotic chemistry of early Earth using flow chemistry; https://chemorigins.bact.wisc.edu/reactions/pbr-000269 | source_database
pbr-000281 | Alanine-synthesis | H2O + hydroxylamine + Pyruvate -> L-Alanine | Elemental Iron; Ferrous iron | chemorigins_experimental | mineral/metal/surface chemistry | ChemOrigins pbr-000281; 10.1038/s41586-019-1151-1; Synthesis and breakdown of universal metabolic precursors promoted by iron; https://chemorigins.bact.wisc.edu/reactions/pbr-000281 | source_database
pbr-000306 | volcanic_rock | hydrogen sulfide + pbm-000227 -> 4-amino-1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2-thione | none_reported | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000306; 10.1038/nchem.2664; A prebiotically plausible synthesis of pyrimidine β-ribonucleosides and their phosphate derivatives involving photoanomerization; https://chemorigins.bact.wisc.edu/reactions/pbr-000306 | source_database
pbr-000309 | volcanic_rock | 6-amino-9h-purine-8-thiol + pbm-000230 -> pbm-000231 | Magnesium chloride | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000309; 10.1038/s41586-020-2330-9; Selective prebiotic formation of RNA pyrimidine and DNA purine nucleosides; https://chemorigins.bact.wisc.edu/reactions/pbr-000309 | source_database
pbr-000310 | volcanic_rock | 6-amino-9h-purine-8-thiol + pbm-000230 -> pbm-000232 | Magnesium chloride | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000310; 10.1038/s41586-020-2330-9; Selective prebiotic formation of RNA pyrimidine and DNA purine nucleosides; https://chemorigins.bact.wisc.edu/reactions/pbr-000310 | source_database
pbr-000311 | volcanic_rock | 6-amino-9h-purine-8-thiol + pbm-000227 -> pbm-000232 | Magnesium chloride | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000311; 10.1038/s41586-020-2330-9; Selective prebiotic formation of RNA pyrimidine and DNA purine nucleosides; https://chemorigins.bact.wisc.edu/reactions/pbr-000311 | source_database
pbr-000312 | volcanic_rock | 6-amino-9h-purine-8-thiol + pbm-000227 -> pbm-000231 | Magnesium chloride | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000312; 10.1038/s41586-020-2330-9; Selective prebiotic formation of RNA pyrimidine and DNA purine nucleosides; https://chemorigins.bact.wisc.edu/reactions/pbr-000312 | source_database
pbr-000692 | volcanic_rock | Sulfite + Formaldehyde -> hydroxymethyl hydrogen sulfite | Phosphate | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000692; 10.1038/s41467-018-04147-2; Mimicking the surface and prebiotic chemistry of early Earth using flow chemistry; https://chemorigins.bact.wisc.edu/reactions/pbr-000692 | source_database
pbr-000693 | volcanic_rock | pbm-000556 + Urea + pentofuranose + Orthophosphate -> pbm-000557 | none_reported | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry | ChemOrigins pbr-000693; 10.1038/s41598-022-15753-y; Borate-guided ribose phosphorylation for prebiotic nucleotide synthesis; https://chemorigins.bact.wisc.edu/reactions/pbr-000693 | source_database
pbr-000694 | volcanic_rock | H2O + pbm-000557 -> Urea + pbm-000556 + pbm-000558 | none_reported | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry | ChemOrigins pbr-000694; 10.1038/s41598-022-15753-y; Borate-guided ribose phosphorylation for prebiotic nucleotide synthesis; https://chemorigins.bact.wisc.edu/reactions/pbr-000694 | source_database
pbr-000695 | volcanic_rock | Orthophosphate + pbm-000052 -> 4-amino-1-[2-hydroxy-6-(hydroxymethyl)-2-oxidotetrahydrofuro[3,4-d][1,3,2]dioxaphosphol-4-yl]pyrimidin-2(1h)-one | Urea | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000695; 10.1038/nchem.2202; Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism; https://chemorigins.bact.wisc.edu/reactions/pbr-000695 | source_database
pbr-000707 | Oxazole pathway | cyanoacetylene + 5-(hydroxymethyl)-2-iminohexahydrofuro(2,3-d)(1,3)oxazol-6-ol -> pbm-000559 | Phosphate | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000707; 10.1038/nature08013; Synthesis of activated pyrimidine ribonucleotides in prebiotically plausible conditions; https://chemorigins.bact.wisc.edu/reactions/pbr-000707 | source_database
pbr-000708 | volcanic_rock | Orthophosphate + pbm-000227 -> 4-amino-1-[2-hydroxy-6-(hydroxymethyl)-2-oxidotetrahydrofuro[3,4-d][1,3,2]dioxaphosphol-4-yl]pyrimidin-2(1h)-one + H2O | Ammonia; Urea; Phosphate | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000708; 10.1038/nature08013; Synthesis of activated pyrimidine ribonucleotides in prebiotically plausible conditions; https://chemorigins.bact.wisc.edu/reactions/pbr-000708 | source_database
pbr-000716 | volcanic_rock | Urea + 3-amino-4,5-dihydroisoxazole -> pbm-000565 | Cobaltous ion | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000716; 10.1126/science.aax2747; Unified prebiotically plausible synthesis of pyrimidine and purine RNA ribonucleotides; https://chemorigins.bact.wisc.edu/reactions/pbr-000716 | source_database
pbr-000718 | volcanic_rock | pbm-000566 -> 1-beta-d-arabinofuranosylcytosine | Dithiothreitol; Ferrous iron | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000718; 10.1126/science.aax2747; Unified prebiotically plausible synthesis of pyrimidine and purine RNA ribonucleotides; https://chemorigins.bact.wisc.edu/reactions/pbr-000718 | source_database
pbr-000719 | volcanic_rock | pbm-000566 -> arabinofuranosyluracil | Dithiothreitol; Ferrous iron | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000719; 10.1126/science.aax2747; Unified prebiotically plausible synthesis of pyrimidine and purine RNA ribonucleotides; https://chemorigins.bact.wisc.edu/reactions/pbr-000719 | source_database
pbr-000729 | volcanic_rock | cyanoacetylene -> pbm-000565 | Dithiothreitol; Ferrous iron; B(O)(O)O | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000729; 10.1126/science.aax2747; Unified prebiotically plausible synthesis of pyrimidine and purine RNA ribonucleotides; https://chemorigins.bact.wisc.edu/reactions/pbr-000729 | source_database
pbr-000730 | volcanic_rock | pentofuranose + pbm-000565 -> arabinofuranosyluracil | Dithiothreitol; Ferrous iron; B(O)(O)O | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000730; 10.1126/science.aax2747; Unified prebiotically plausible synthesis of pyrimidine and purine RNA ribonucleotides; https://chemorigins.bact.wisc.edu/reactions/pbr-000730 | source_database
pbr-000731 | volcanic_rock | pentofuranose + pbm-000565 -> 1-beta-d-arabinofuranosylcytosine | Dithiothreitol; Ferrous iron; B(O)(O)O | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000731; 10.1126/science.aax2747; Unified prebiotically plausible synthesis of pyrimidine and purine RNA ribonucleotides; https://chemorigins.bact.wisc.edu/reactions/pbr-000731 | source_database
pbr-000732 | volcanic_rock | pentofuranose + n-(4,6-diaminopyrimidin-5-yl)formamide -> 2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol | Dithiothreitol; Ferrous iron; B(O)(O)O | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000732; 10.1126/science.aax2747; Unified prebiotically plausible synthesis of pyrimidine and purine RNA ribonucleotides; https://chemorigins.bact.wisc.edu/reactions/pbr-000732 | source_database
pbr-000733 | volcanic_rock | Orthophosphate + pbm-000227 -> 4-amino-1-[2-hydroxy-6-(hydroxymethyl)-2-oxidotetrahydrofuro[3,4-d][1,3,2]dioxaphosphol-4-yl]pyrimidin-2(1h)-one | none_reported | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000733; 10.1038/nature08013; Synthesis of activated pyrimidine ribonucleotides in prebiotically plausible conditions; https://chemorigins.bact.wisc.edu/reactions/pbr-000733 | source_database
pbr-000735 | volcanic_rock | H2O + 4-amino-1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2-thione -> 1-beta-d-arabinofuranosylcytosine | Phosphate | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000735; 10.1038/nchem.2664; A prebiotically plausible synthesis of pyrimidine β-ribonucleosides and their phosphate derivatives involving photoanomerization; https://chemorigins.bact.wisc.edu/reactions/pbr-000735 | source_database
pbr-000736 | volcanic_rock | 4-amino-1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2-thione -> 4-amino-1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2-thione | Phosphate | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000736; 10.1038/nchem.2664; A prebiotically plausible synthesis of pyrimidine β-ribonucleosides and their phosphate derivatives involving photoanomerization; https://chemorigins.bact.wisc.edu/reactions/pbr-000736 | source_database
pbr-000737 | volcanic_rock | pbm-000227 -> 1-beta-d-arabinofuranosylcytosine + H2O | none_reported | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000737; 10.1038/nchem.2664; A prebiotically plausible synthesis of pyrimidine β-ribonucleosides and their phosphate derivatives involving photoanomerization; https://chemorigins.bact.wisc.edu/reactions/pbr-000737 | source_database
pbr-000738 | Oxazole pathway | 5-(hydroxymethyl)-2-iminohexahydrofuro(2,3-d)(1,3)oxazol-6-ol + cyanoacetylene -> H2O + pbm-000227 | Sulfidic acid | chemorigins_experimental | pond/wet-dry/nucleotide or phosphate-compatible chemistry; mineral/metal/surface chemistry; prebiotic synthesis/source module | ChemOrigins pbr-000738; 10.1038/nchem.2664; A prebiotically plausible synthesis of pyrimidine β-ribonucleosides and their phosphate derivatives involving photoanomerization; https://chemorigins.bact.wisc.edu/reactions/pbr-000738 | source_database
